0 311.811 168.452 321.268 160.391 330.541 156.365 336.405 158.388 342.336 157.063 350.083 161.666 357.285 170.981 349.063 175.785 341.719 177.543 335.274 177.623 328.885 176.636 320.346 174.281 315.982 168.009 330.181 165.36 336.218 165.78 342.236 165.666 352.564 170.03 342.007 167.548 335.821 167.838 329.788 167.076 
1 311.533 168.067 320.136 159.984 329.628 155.909 336.043 158.091 342.312 156.825 350.952 161.182 359.618 170.612 350.415 175.664 341.683 177.835 334.891 177.959 327.983 176.86 319.345 174.036 315.748 167.771 329.18 164.946 335.754 165.63 342.261 165.525 354.838 169.833 342.009 168.008 335.414 168.09 328.837 167.225 
2 311.168 168.422 320.806 160.602 330.324 156.622 337.011 159.003 343.32 157.374 350.603 161.789 358.698 170.942 350.001 175.385 343 176.99 335.926 177.326 328.601 176.246 320.001 173.557 315.57 168.014 329.967 165.718 336.882 166.324 343.398 166.286 353.724 170.054 343.075 166.608 336.378 166.744 329.483 165.969 
3 311.52 167.453 321.268 160.238 330.299 156.448 336.47 158.535 342.546 157.167 350.777 161.644 359.108 170.399 350.091 174.951 342.02 177.129 335.207 177.208 328.519 176.363 320.256 173.517 316.178 167.423 329.866 165.52 336.23 165.956 342.465 166.034 354.017 169.81 342.019 166.962 335.708 166.965 329.385 166.359 
4 313.067 167.309 322.326 159.575 330.991 155.899 336.632 158.298 342.331 156.769 350.941 161.49 358.851 170.418 349.772 175.461 341.576 177.17 335.173 177.012 329.181 175.842 321.021 172.664 317.331 167.122 330.534 165.346 336.388 165.98 342.182 166.12 354.291 169.821 341.66 167.265 335.858 167.1 330.037 166.275 
5 314.436 167.513 323.817 160.037 333.012 156.235 338.878 158.385 344.298 157.192 351.859 161.639 359.704 170.524 350.802 174.624 343.346 176.534 337.266 176.574 330.899 175.466 322.731 172.372 318.877 167.134 332.416 164.746 338.512 165.344 343.992 165.435 355.127 169.551 343.513 166.765 337.873 166.662 331.943 165.818 
6 316.704 167.616 325.348 160.429 334.444 156.624 340.695 159.066 346.849 157.528 355.017 162.289 363.119 170.781 354.084 175.291 345.967 177.022 339.139 177.051 332.452 175.88 324.278 172.656 321.345 167.431 333.927 165.411 340.399 166.194 346.656 166.234 358.357 169.946 346.307 166.868 339.939 166.974 333.487 165.76 
7 314.293 168.447 323.906 161.1 333.149 157.212 339.348 159.437 345.129 158.248 353.061 163.244 361.679 172.169 352.489 177.39 344.592 178.763 338.101 178.624 331.31 177.393 322.715 174.418 318.803 168.286 332.556 166.751 338.923 167.482 344.935 167.511 356.672 171.49 344.871 168.511 338.789 168.085 332.401 167.183 
8 312.253 169.148 321.813 161.657 331.243 158.054 337.246 160.375 343.654 158.888 352.571 163.378 360.443 172.238 351.579 178.578 342.481 180.595 335.663 180.541 329.014 179.363 320.454 176.065 316.562 168.966 330.628 167.095 336.877 167.999 343.364 167.851 355.854 171.504 342.866 169.503 336.33 169.427 330.088 168.446 
9 311.002 169.635 319.859 161.915 329.083 157.931 335.616 160.011 341.8 158.648 350.553 163.283 358.378 172.255 349.737 177.395 341.067 179.581 334.397 179.595 327.519 178.48 319.078 175.408 315.193 169.395 328.617 167.18 335.288 167.799 341.616 167.865 353.982 171.404 341.281 169.436 334.983 169.652 328.43 168.71 
10 311.679 168.751 320.368 161.419 329.658 157.824 336.375 160.208 342.121 158.826 350.556 163.351 359.116 171.954 350.196 177.64 341.826 180.118 335.224 180.224 327.983 178.869 319.491 174.939 315.981 168.716 329.236 166.614 336.114 167.558 342.115 167.518 354.307 171.162 342.032 169.445 335.828 169.467 328.949 168.353 
11 312.01 171.219 320.906 163.361 330.522 159.187 336.246 161.236 342.557 159.628 350.845 164.063 358.981 173.229 350.577 178.483 342.04 180.597 335.224 180.78 328.87 179.858 320.305 177.203 316.47 170.595 330.029 168.309 336.004 168.851 342.457 168.656 354.364 172.35 342.284 170.309 335.785 170.488 329.805 169.758 
12 314.557 171.692 323.006 163.974 331.952 159.741 337.691 161.852 343.459 160.337 351.168 164.951 358.533 174.304 350.222 178.333 342.824 179.586 336.306 179.697 329.975 178.586 321.926 175.948 318.917 170.931 331.521 168.69 337.428 169.05 343.344 169.038 354.139 172.874 343.052 169.593 336.913 169.713 330.929 168.864 
13 315.074 174.295 323.718 166.687 332.849 162.695 339.054 165.039 344.454 163.451 352.647 167.984 360.57 177.143 352.326 183.048 344.413 185.403 337.995 185.587 331.189 184.349 322.895 180.29 319.597 174 332.278 171.971 338.754 172.584 344.339 172.629 355.747 176.225 344.373 174.063 338.571 174.034 332.257 173.043 
