0 338.586 203.644 348.776 196.485 357.868 191.553 364.779 193.23 370.709 190.743 378.988 194.213 385.804 201.124 379.141 207.335 371.856 210.87 365.268 212.041 357.861 211.815 348.683 209.075 343.589 203.41 357.988 200.2 364.978 200.232 371.065 199.456 381.174 201.451 371.021 200.769 364.936 201.82 357.809 201.556 
1 337.489 204.656 348.319 197.081 357.64 192.587 364.063 194.057 369.863 191.898 377.895 195.225 384.096 202.924 377.514 208.76 370.675 211.87 364.098 212.918 357.109 212.802 347.815 210.22 342.277 204.29 357.498 201.537 364.077 201.51 370.085 200.979 379.799 202.697 369.884 201.963 363.872 202.953 357.194 202.868 
2 334.736 205.055 345.554 197.935 355.121 193.61 361.532 195.169 368.036 193.016 376.616 196.069 383.105 203.274 376.122 209.809 368.687 213.016 361.68 214.152 354.468 214.026 344.999 211.34 339.262 204.768 355.033 201.28 361.571 201.442 368.136 200.931 378.478 203.087 367.971 202.899 361.379 203.966 354.635 203.96 
3 336.571 205.051 346.078 197.796 354.808 193.075 361.705 194.693 367.354 192.224 375.803 195.054 383.147 201.82 376.361 209.203 368.44 213.001 361.832 214.085 354.482 213.651 345.72 210.872 341.454 204.989 354.905 202.145 361.992 202.094 367.798 201.515 378.981 202.431 367.406 201.631 361.454 202.505 354.432 202.313 
4 332.704 202.253 343.363 196.965 354.018 193.454 360.71 194.779 366.865 191.984 376.069 193.165 384.247 197.265 377.124 208.927 368.792 214.605 361.603 216.05 354.333 215.982 343.471 212.37 337.528 202.641 354.322 199.974 360.987 200.046 367.403 198.674 380.086 198.728 367.708 203.563 361.031 205.226 354.24 205.258 
5 328.875 204.979 339.533 198.288 348.923 194.579 355.21 196.503 362.094 194.335 371.198 197.894 377.958 205.667 370.966 213.804 362.61 217.271 355.162 217.753 348.057 216.961 338.816 213.23 333.384 205.452 348.617 202.005 355.068 202.49 362.057 202.154 373.415 205.539 362.006 206.592 355.005 207.287 348.311 206.523 
6 327.186 207.566 336.956 200.116 346.246 195.587 353.148 197.054 359.511 194.801 368.163 197.804 375.764 204.835 368.55 211.631 361.169 214.725 354.254 215.901 346.86 215.774 337.297 213.495 331.324 207.267 346.421 203.721 353.412 203.731 359.992 203.085 371.149 205.03 360.09 204.852 353.564 206.005 346.473 205.754 
7 323.447 207.561 333.221 200.207 342.71 195.998 349.986 197.686 356.762 195.242 365.874 198.383 373.588 206.087 366.222 212.793 358.205 215.807 350.833 216.773 342.879 216.639 333.576 213.869 328.154 207.303 342.675 204.074 350.101 204.224 356.968 203.541 368.797 205.802 357.182 205.383 350.321 206.362 342.721 206.029 
8 325.778 207.808 335.272 200.525 344.355 196.024 350.792 197.463 356.521 195.078 365.635 197.793 373.582 204.493 366.146 212.024 358.445 215.788 351.873 216.844 344.703 216.638 335.587 213.552 330.126 207.426 344.641 204.296 351.165 204.575 357.245 203.578 369.072 204.912 357.163 204.869 351.054 206.091 344.355 205.77 
9 325.443 206.6 334.61 198.394 342.842 193.276 349.218 195.121 355.009 192.439 363.272 195.741 371.01 202.939 363.921 210.965 356.923 215.095 350.325 216.206 343.175 216.088 334.65 213.194 329.874 206.207 343.211 202.724 349.61 202.611 355.65 201.887 366.548 203.305 355.76 203.489 349.592 204.663 343.014 204.778 
10 321.766 206.239 331.224 198.465 340.217 193.636 346.88 195.004 353.102 192.572 362.355 195.504 370.854 202.715 363.551 211.085 355.541 215.196 348.516 216.574 341.151 216.256 331.944 213.162 326.291 205.96 340.471 201.924 347.289 201.959 353.698 201.05 366.071 203.083 354.304 204.519 347.916 205.861 340.864 205.411 
11 320.059 206.463 328.572 197.821 337.387 192.808 343.637 194.368 350.287 192.065 359.472 195.727 367.2 204.077 360.219 212.447 352.183 215.957 344.814 216.999 337.692 216.85 329.034 213.847 324.244 206.115 337.509 201.274 343.932 201.354 350.767 200.619 362.58 204.136 351.085 205.369 344.221 206.486 337.553 206.182 
12 318.753 207.938 325.235 197.381 334.302 191.596 340.657 193.074 347.154 190.672 356.808 194.889 363.738 204.415 358.097 215.667 349.883 220.759 342.824 222.183 335.646 222.032 326.233 217.35 322.897 207.037 334.824 200.687 341.17 200.514 347.711 199.784 359.19 204.605 348.502 208.437 341.893 210.056 335.239 209.871 
13 315.74 207.366 322.571 196.871 331.658 190.673 338.803 191.969 345.343 189.223 355.958 193.576 363.5 203.614 357.82 217.06 348.591 223.172 341.528 224.596 333.48 224.324 323.675 219.137 320.17 206.93 332.281 199.489 339.459 199.121 346.01 198.135 358.87 203.842 347.098 210.895 340.477 212.581 332.977 212.161 
14 315.296 206.428 321.052 195.825 330.146 190.064 337.316 191.477 344.058 188.824 354.888 192.575 362.884 202.315 357.254 216.903 347.654 223.278 340.254 224.847 332.273 224.321 322.595 218.703 319.48 206.037 330.828 198.26 337.999 198.136 344.761 197.28 358.251 202.689 346.07 211.836 339.042 213.696 331.51 212.859 
15 314.858 207.118 320.466 196.713 329.415 190.531 336.466 192.119 343.354 189.285 354.956 193.38 363.629 202.698 357.485 218.272 347.542 225.304 339.971 226.815 332.016 226.468 322.167 220.88 318.839 206.675 330.206 199.665 337.179 199.526 344.128 198.388 359.401 203.282 345.686 213.076 338.602 214.698 331.352 214.241 
16 315.142 206.695 321.495 196.282 330.396 190.346 337.509 191.579 344.155 188.742 355.565 192.152 363.988 201.453 357.899 215.486 348.252 222.17 340.805 223.959 332.947 223.931 322.983 219.153 319.603 206.08 331.299 199.317 338.298 199.027 345.126 197.833 359.306 201.98 346.205 210.549 339.202 212.385 331.859 211.91 
17 315.707 206.474 321.37 195.774 330.163 189.946 337.011 191.375 343.71 188.568 355.109 191.873 363.68 201.093 358.024 216.433 348.226 223.573 340.678 225.067 332.997 224.856 323.05 219.295 319.739 205.852 330.939 198.21 337.674 198.18 344.637 196.995 359.473 201.709 346.325 211.291 339.285 213.034 332.141 212.492 
18 313.614 205.462 321.036 195.711 330.654 190.065 337.872 191.382 344.525 188.684 355.372 191.818 363.885 200.599 357.807 214.6 348.305 221.067 340.997 222.739 333.03 222.528 322.489 217.431 317.827 205.012 331.352 197.981 338.542 197.842 345.266 196.71 359.52 201.086 346.67 210.005 339.837 211.868 332.327 211.486 
19 315.342 206.612 322.307 197.205 331.486 191.778 338.42 192.993 345.018 190.181 355.619 193.327 364.586 200.869 358.192 213.798 349.019 219.023 341.774 220.552 333.982 220.591 323.889 216.825 319.366 205.791 332.193 200.28 339.094 199.993 345.894 198.682 360.405 201.671 347.331 208.139 340.455 209.648 333.248 209.318 
20 314.248 205.8 322.063 197.204 331.806 192.274 339.134 193.576 346.199 190.828 357.541 193.795 366.374 201.508 359.556 213.906 349.68 219.865 342.055 221.286 333.985 221.07 323.444 216.469 318.285 205.444 332.4 199.803 339.815 199.76 346.998 198.754 361.835 202.147 347.973 209.484 340.84 211.16 333.063 210.602 
